tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,59268.5558449002,1514555843015015006,2,1514555843015,19.6555,1,1514,2.61394,18.8293,18.352,0.204929,0.1231,302.7275738,10.5585172,0.187143,t17_f5_c3,18.4028,0.1614,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aanffck
ztf,59269.55236109998,1515552363015015003,2,1515552363015,19.6769,1,1515,2.93257,19.2595,18.4576,0.218663,0.1336,302.7277623,10.5586259,0.257143,t17_f5_c3,18.4599,0.1673,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aanffck
ztf,59269.554791700095,1515554793015015003,2,1515554793015,19.52529,1,1515,2.454069,18.499174,18.1659,0.17070436,0.1169,302.7274917,10.5585018,0.24285714,t17_f5_c3,18.241,0.1576,True,False,False,correction_0.0.1,0.0,0.0359886,542120230.0,,,,,ZTF21aanffck
ztf,59640.543877299875,1886543873015015005,2,1886543873015,19.9501,1,1886,1.63567,18.5281,18.2261,0.179369,0.0884,302.7271314,10.5585684,0.394286,t17_f5_c3,18.2409,0.1104,False,False,False,correction_1.0.6,0.0,,,1.886546353015015e+18,,,,ZTF21aanffck
ztf,59640.546354200225,1886546353015015006,2,1886546353015,19.827139,1,1886,1.8363218,18.283834,18.3544,0.13049208,0.1053,302.7272695,10.5585602,0.4757143,t17_f5_c3,18.3233,0.1268,True,False,False,correction_1.0.6,0.0,0.41627392,542120230.0,,,,,ZTF21aanffck
ztf,59640.55129629979,1886551293015015003,2,1886551293015,19.3748,1,1886,1.9543,18.7061,18.2603,0.205793,0.1291,302.7273162,10.5585482,0.47,t17_f5_c3,18.1548,0.1477,False,False,False,correction_1.0.6,0.0,,,1.887553683015015e+18,,,,ZTF21aanffck
ztf,59641.54408559995,1887544083015015004,2,1887544083015,19.9417,1,1887,1.34568,18.3687,17.9054,0.211599,0.0653,302.727294,10.5587461,0.328571,t17_f5_c3,17.9371,0.0827,False,True,True,correction_1.0.6,0.0,,,1.887553683015015e+18,15.442111,100.0,0.014284924,ZTF21aanffck
ztf,59641.55368060013,1887553683015015002,2,1887553683015,19.359356,1,1887,2.1049407,18.095926,17.869,0.11900592,0.0928,302.7274603,10.5586095,0.38428572,t17_f5_c3,17.7807,0.1081,True,False,False,correction_1.0.6,0.0,0.46828458,542120230.0,,,,,ZTF21aanffck
ztf,59641.55368060013,1887553683015015003,2,1887553683015,19.359356,1,1887,1.4364082,18.01825,17.9585,0.115225084,0.1014,302.7272742,10.5586967,0.6457143,t17_f5_c3,17.9834,0.1306,True,False,False,correction_1.0.6,0.0,0.42769065,542120230.0,,,,,ZTF21aanffck
ztf,59673.47230320005,1919472303015025003,1,1919472303015,19.7022,1,1919,1.05498,18.6616,18.7243,0.173173,0.1095,302.7271119,10.5587308,0.772857,t17_f5_c3,18.7128,0.1346,False,True,False,correction_1.0.6,0.0,,,1.948430763015015e+18,16.497898,0.007274016,0.02360474,ZTF21aanffck
ztf,59682.419699099846,1928419693015015001,1,1928419693015,18.9213,1,1928,0.832278,18.8145,18.3795,0.233621,0.1764,302.7271978,10.5588572,0.661429,t17_f5_c3,18.2462,0.1993,False,True,False,correction_1.0.6,0.0,,,1.948430763015015e+18,16.517515,0.016445886,0.02816549,ZTF21aanffck
ztf,59684.482199099846,1930482193015015007,1,1930482193015,19.4524,1,1930,0.577396,19.0575,18.77,0.134397,0.1863,302.7270609,10.558861,0.878571,t17_f5_c3,18.5994,0.2029,False,True,False,correction_1.0.6,0.0,,,1.948430763015015e+18,16.544086,100.0,0.01327467,ZTF21aanffck
ztf,59700.43369209999,1946433693015015002,2,1946433693015,20.0681,1,1946,2.8829608,18.929247,18.5653,0.18705519,0.1011,302.7275316,10.5583785,0.23,t17_f5_c3,18.5026,0.1164,True,False,False,correction_1.0.6,0.0,0.24521437,542120230.0,,,,,ZTF21aanffck
ztf,59702.430763899814,1948430763015015005,2,1948430763015,20.154993,1,1948,1.1825811,18.094212,17.7849,0.18764715,0.0478,302.7272947,10.5588208,0.48142856,t17_f5_c3,17.756,0.0565,True,True,True,correction_1.0.6,0.0,0.8859112,542120230.0,,15.421229,100.0,0.016001074,ZTF21aanffck
ztf,59702.472314800136,1948472313015015001,1,1948472313015,20.5324,1,1948,0.664963,18.9185,18.8592,0.115146,0.0876,302.7270686,10.5588349,0.872857,t17_f5_c3,18.9483,0.1155,False,True,False,correction_1.0.6,0.0,,,1.969459293015015e+18,16.529537,100.0,0.012754499,ZTF21aanffck
ztf,59711.462812500075,1957462813015015002,2,1957462813015,20.1125,1,1957,1.65145,18.4862,17.9813,0.172744,0.0566,302.7273528,10.558684,0.355714,t17_f5_c3,17.9466,0.0666,False,False,False,correction_1.0.6,0.0,,,1.969459293015015e+18,,,,ZTF21aanffck
ztf,59713.40185189992,1959401853015015002,2,1959401853015,19.8169,1,1959,1.517,18.1467,17.807,0.282703,0.0727,302.7273526,10.5587376,0.281429,t17_f5_c3,17.8637,0.0951,False,False,False,correction_1.0.6,0.0,,,1.969459293015015e+18,,,,ZTF21aanffck
ztf,59721.431863400154,1967431863015015001,2,1967431863015,20.5543,1,1967,2.05034,18.5298,18.1108,0.10763,0.0566,302.7273563,10.5585405,0.301429,t17_f5_c3,18.1576,0.0695,False,False,False,correction_1.0.6,0.0,,,1.969459293015015e+18,,,,ZTF21aanffck
ztf,59721.44792820001,1967447923015015008,2,1967447923015,20.5959,1,1967,1.94812,18.383,18.029,0.379595,0.0517,302.7274323,10.558645,0.244286,t17_f5_c3,18.0632,0.0626,False,False,False,correction_1.0.6,0.0,,,1.969459293015015e+18,,,,ZTF21aanffck
ztf,59723.459294000175,1969459293015015004,2,1969459293015,20.27408,1,1969,1.483989,18.244877,17.9803,0.1528003,0.055,302.7273281,10.5587272,0.38714287,t17_f5_c3,18.022,0.0683,True,False,False,correction_1.0.6,0.0,0.8478731,542120230.0,,,,,ZTF21aanffck
ztf,59732.44908560021,1978449083015015004,2,1978449083015,20.718012,1,1978,1.4789504,18.354189,17.9827,0.21451107,0.0455,302.7273316,10.5587321,0.3014286,t17_f5_c3,17.9932,0.0531,True,False,False,1.1.2,0.0,0.2721331,542120230.0,,,,,ZTF21aanffck
ztf,59773.37899310002,2019378993015015003,2,2019378993015,19.5388,1,2019,1.15852,18.3358,17.8202,0.209107,0.0926,302.727148,10.5587148,0.365714,t17_f5_c3,17.7491,0.1096,False,True,False,dev,0.0,,,2.044340793015015e+18,15.439858,100.0,0.01452084,ZTF21aanffck
ztf,59785.30694440007,2031306943015015001,2,2031306943015,20.0021,1,2031,1.88209,18.2952,18.1658,0.382461,0.0908,302.7272437,10.5585353,0.264286,t17_f5_c3,18.1956,0.1133,False,False,True,dev,0.0,,,2.044340793015015e+18,,,,ZTF21aanffck
ztf,59785.30694440007,2031306943015015002,2,2031306943015,20.0021,1,2031,1.5492,18.0987,18.2713,0.104121,0.1025,302.7270516,10.5585831,0.311429,t17_f5_c3,18.2483,0.1208,False,False,True,dev,0.0,,,2.044340793015015e+18,,,,ZTF21aanffck
ztf,59798.34079860011,2044340793015015007,2,2044340793015,20.555393,1,2044,2.005833,18.631405,18.3504,0.18114473,0.0696,302.7271806,10.5584729,0.37142858,t17_f5_c3,18.4523,0.09,True,False,True,dev,0.0,0.4082439,542120230.0,,,,,ZTF21aanffck
ztf,59821.22278939979,2067222783015015006,1,2067222783015,20.7724,1,2067,0.516001,19.0781,18.9873,0.181774,0.09,302.7270892,10.5588866,0.65,t17_f5_c3,18.9074,0.1013,False,True,False,dev,0.0,,,2.097157403015015e+18,16.546104,100.0,0.017649528,ZTF21aanffck
ztf,59823.256782399956,2069256783015015002,2,2069256783015,20.5811,1,2069,0.572897,18.1726,17.6457,0.19686,0.0358,302.7271167,10.5588819,0.415714,t17_f5_c3,17.6422,0.0417,False,True,False,dev,0.0,,,2.097157403015015e+18,15.427697,100.0,0.015710736,ZTF21aanffck
ztf,59823.31528940005,2069315283015015004,1,2069315283015,20.4925,1,2069,0.682831,18.7165,18.5491,0.106992,0.0706,302.7270319,10.5588236,0.857143,t17_f5_c3,18.5642,0.0874,False,True,False,dev,0.0,,,2.097157403015015e+18,16.50522,100.0,0.013958519,ZTF21aanffck
ztf,59825.294027800206,2071294023015015000,1,2071294023015,20.643,1,2071,0.613626,18.975,18.9708,0.114389,0.0972,302.7270952,10.5588577,0.75,t17_f5_c3,18.9729,0.1186,False,True,False,dev,0.0,,,2.097157403015015e+18,16.535652,100.0,0.012096096,ZTF21aanffck
ztf,59825.33511570003,2071335113015015000,2,2071335113015,19.9132,1,2071,0.686226,18.3302,17.961,0.17408,0.0616,302.7270888,10.5588354,0.424286,t17_f5_c3,17.8883,0.0705,False,True,False,dev,0.0,,,2.097157403015015e+18,15.439468,100.0,0.012146639,ZTF21aanffck
ztf,59827.31539350003,2073315393015015004,2,2073315393015,19.8448,1,2073,2.43913,19.1079,18.2947,0.252757,0.0914,302.7272397,10.558365,0.33,t17_f5_c3,18.3148,0.1145,False,False,True,dev,0.0,,,2.097157403015015e+18,,,,ZTF21aanffck
ztf,59851.1574074002,2097157403015015008,2,2097157403015,20.62918,1,2097,1.7602428,18.44685,18.0867,0.1554845,0.0528,302.7273725,10.55866,0.27142859,t17_f5_c3,18.0695,0.0606,True,False,True,dev,0.0,0.21306244,542120230.0,,,,,ZTF21aanffck
ztf,59853.14872690011,2099148723015015005,1,2099148723015,20.5455,1,2099,0.513247,18.7512,18.688,0.13016,0.077,302.7270479,10.5588739,0.761429,t17_f5_c3,18.6398,0.0903,False,True,False,dev,0.0,,,2.101164133015015e+18,16.509684,100.0,0.016514724,ZTF21aanffck
ztf,59855.16413189983,2101164133015015005,2,2101164133015,20.283028,1,2101,1.459445,18.178577,17.9334,0.20424625,0.0577,302.7271746,10.5586335,0.32142857,t17_f5_c3,17.9446,0.0702,True,False,True,dev,0.0,0.33444124,542120230.0,,,,,ZTF21aanffck
ztf,59855.23563659983,2101235633015015006,1,2101235633015,20.1016,1,2101,0.918206,18.6395,18.642,0.17739,0.1078,302.7271003,10.5587706,0.59,t17_f5_c3,18.6131,0.1316,False,True,False,1.1.6,0.0,,,2.118128683015015e+18,16.494858,0.01020227,0.024607796,ZTF21aanffck
ztf,59857.22214120021,2103222143015015006,2,2103222143015,19.5731,1,2103,0.918701,18.5601,18.1934,0.183139,0.1154,302.7268668,10.5588073,0.44,t17_f5_c3,18.0875,0.1314,False,True,True,1.1.6,0.0,,,2.120145633015015e+18,15.454022,100.0,0.0104797175,ZTF21aanffck
ztf,59872.12868059985,2118128683015015005,2,2118128683015,20.391308,1,2118,1.6089143,18.23795,17.9729,0.12884155,0.0528,302.7273075,10.5586618,0.36571428,t17_f5_c3,17.9843,0.0635,True,False,False,1.1.6,0.0,0.54684484,542120230.0,,,,,ZTF21aanffck
ztf,59872.183935199864,2118183933015015003,1,2118183933015,20.2146,1,2118,0.538615,18.8419,18.6908,0.104871,0.0938,302.7270693,10.5588717,0.865714,t17_f5_c3,18.7046,0.118,False,True,False,1.1.6,0.0,,,2.120145633015015e+18,16.52078,100.0,0.012365393,ZTF21aanffck
ztf,59874.14563659998,2120145633015015003,2,2120145633015,20.27022,1,2120,1.263034,17.924524,17.6935,0.10342066,0.0425,302.7272088,10.5587107,0.33571428,t17_f5_c3,17.6674,0.0496,True,True,True,1.1.6,0.0,0.96231276,542120230.0,,15.40568,100.0,0.010164113,ZTF21aanffck
ztf,59874.18607639987,2120186073015015002,1,2120186073015,20.5513,1,2120,0.688512,18.807,18.7748,0.114957,0.0842,302.727092,10.5588375,0.827143,t17_f5_c3,18.7189,0.0975,False,True,False,1.1.6,0.0,,,2.127261203015015e+18,16.516607,100.0,0.013943719,ZTF21aanffck
ztf,59881.26120370021,2127261203015015002,2,2127261203015,19.716661,1,2127,1.4197562,18.503805,18.2972,0.12086048,0.1084,302.7272951,10.5587231,0.46857142,t17_f5_c3,18.3556,0.1426,True,False,False,1.1.6,0.0,0.611817,542120230.0,,,,,ZTF21aanffck
ztf,59883.165636599995,2129165633015015004,1,2129165633015,19.8919,1,2129,0.436732,18.6737,18.4406,0.108185,0.0928,302.7270087,10.5588934,0.871429,t17_f5_c3,18.4037,0.1126,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.499538,100.0,0.014605034,ZTF21aanffck
ztf,59888.12423609989,2134124233015015003,2,2134124233015,19.3811,1,2134,2.04404,18.8848,18.254,0.199744,0.118,302.7276008,10.5589317,0.372857,t17_f5_c3,18.1298,0.1325,False,False,False,1.1.6,0.0,,,2.159129283015015e+18,,,,ZTF21aanffck
ztf,59895.13856479991,2141138563015015002,2,2141138563015,20.2835,1,2141,0.991356,18.1131,17.5914,0.307095,0.0417,302.7271917,10.5587924,0.354286,t17_f5_c3,17.5581,0.0486,False,True,True,1.1.6,0.0,,,2.159129283015015e+18,15.422828,0.017151067,0.025772922,ZTF21aanffck
ztf,59895.16462960001,2141164623015015004,1,2141164623015,19.6937,1,2141,0.464507,18.9446,18.4944,0.165878,0.1258,302.7269749,10.5588934,0.77,t17_f5_c3,18.3507,0.1398,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.532398,100.0,0.017984902,ZTF21aanffck
ztf,59897.13597219996,2143135973015015007,1,2143135973015,20.1306,1,2143,0.444852,18.8396,18.7337,0.103931,0.1025,302.7270576,10.558896,0.892857,t17_f5_c3,18.7376,0.1283,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.52051,100.0,0.012277478,ZTF21aanffck
ztf,59899.11171300011,2145111713015015008,2,2145111713015,19.7054,1,2145,1.12165,18.3425,17.9717,0.135505,0.0656,302.727331,10.5591008,0.588571,t17_f5_c3,17.9329,0.0775,False,True,True,1.1.6,0.0,,,2.159129283015015e+18,15.440322,100.0,0.009355864,ZTF21aanffck
ztf,59899.14399310015,2145143993015015004,1,2145143993015,19.7417,1,2145,0.746422,18.8903,18.8474,0.14334,0.1286,302.7271345,10.5588373,0.797143,t17_f5_c3,18.8111,0.1563,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.526377,100.0,0.016247928,ZTF21aanffck
ztf,59903.145659700036,2149145653015015003,2,2149145653015,19.3983,1,2149,0.697752,17.7398,17.6083,0.09889,0.05,302.7270864,10.5588308,0.682857,t17_f5_c3,17.5838,0.0601,False,True,True,1.1.6,0.0,,,2.159129283015015e+18,15.386067,100.0,0.011315131,ZTF21aanffck
ztf,59903.18199069984,2149181993015015002,1,2149181993015,19.2643,1,2149,0.531876,18.4383,18.3967,0.146549,0.1083,302.7269831,10.5588715,0.751429,t17_f5_c3,18.3405,0.13,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.464619,0.009590588,0.023796381,ZTF21aanffck
ztf,59907.11055559991,2153110553015015003,1,2153110553015,19.908,1,2153,0.643333,18.7884,18.6314,0.154102,0.0989,302.7269232,10.5588639,0.848571,t17_f5_c3,18.6169,0.1221,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.514334,100.0,0.018974997,ZTF21aanffck
ztf,59909.143946799915,2155143943015015005,2,2155143943015,19.7672,1,2155,0.627187,18.1022,17.9584,0.20983,0.0735,302.7270293,10.5588396,0.442857,t17_f5_c3,17.9302,0.0888,False,True,True,1.1.6,0.0,,,2.159129283015015e+18,15.421908,100.0,0.017772604,ZTF21aanffck
ztf,59909.15252309991,2155152523015015005,1,2155152523015,19.652,1,2155,0.450715,19.0563,18.8668,0.17816,0.152,302.726968,10.558901,0.89,t17_f5_c3,18.9207,0.2016,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.543968,100.0,0.017614791,ZTF21aanffck
ztf,59913.10239579994,2159102393015015001,1,2159102393015,19.4293,1,2159,0.894322,18.7563,18.7975,0.139457,0.1454,302.7270919,10.558774,0.624286,t17_f5_c3,18.7631,0.1784,False,True,False,1.1.6,0.0,,,2.159129283015015e+18,16.51033,100.0,0.017621884,ZTF21aanffck
ztf,59913.12928240001,2159129283015015000,2,2159129283015,19.430683,1,2159,1.399624,18.039452,17.6405,0.15843754,0.06,302.7273313,10.5587639,0.37142858,t17_f5_c3,17.5704,0.0706,True,True,True,1.1.6,0.0,0.94784534,542120230.0,,15.4164505,100.0,0.014146783,ZTF21aanffck
ztf,59913.12928240001,2159129283015015001,2,2159129283015,19.430683,1,2159,1.0981737,17.734592,17.6154,0.07696989,0.0594,302.7272205,10.5587752,0.61285716,t17_f5_c3,17.5524,0.0697,True,True,True,1.1.6,0.0,0.97027695,542120230.0,,15.38547,100.0,0.008844475,ZTF21aanffck
ztf,59996.55356479995,2242553563015015007,2,2242553563015,19.6366,1,2242,0.899645,18.1853,17.7027,0.158976,0.067,302.7271071,10.5587767,0.45,t17_f5_c3,17.6948,0.0829,False,True,False,1.1.6,0.0,,,2.242558283015015e+18,15.428705,100.0,0.012551438,ZTF21aanffck
ztf,59996.55828699982,2242558283015015002,2,2242558283015,19.381714,1,2242,2.0809536,17.964989,17.7489,0.10595278,0.0839,302.7274316,10.5585901,0.38714287,t17_f5_c3,17.7042,0.1013,True,False,True,1.1.6,0.0,0.6479628,542120230.0,,,,,ZTF21aanffck
ztf,60016.52170140017,2262521703015015002,2,2262521703015,19.3961,1,2262,0.854239,17.9947,17.7778,0.114077,0.0708,302.7272337,10.558897,0.742857,t17_f5_c3,17.7438,0.0853,False,True,False,1.1.6,0.0,,,2.262524203015015e+18,15.412379,100.0,0.010574745,ZTF21aanffck
ztf,60016.52420140011,2262524203015015005,2,2262524203015,19.546015,1,2262,1.1487561,17.920656,17.7474,0.13464683,0.0676,302.7271789,10.5587321,0.6614286,t17_f5_c3,17.709,0.081,True,True,False,1.1.6,0.0,0.875078,542120230.0,,15.405299,100.0,0.013275572,ZTF21aanffck
ztf,60016.52670140006,2262526703015015002,2,2262526703015,19.698112,1,2262,1.6590109,18.212698,17.8212,0.1841096,0.0694,302.7273361,10.5586638,0.41285715,t17_f5_c3,17.8126,0.0857,True,False,True,1.1.6,0.0,0.7122888,542120230.0,,,,,ZTF21aanffck
ztf,60036.46432870021,2282464323015015005,2,2282464323015,19.6772,1,2282,1.30908,18.0457,17.6276,0.140425,0.0628,302.7272041,10.5586934,0.504286,t17_f5_c3,17.5594,0.0735,False,True,False,1.2.0,0.0,,,2.306470433015015e+18,15.417007,100.0,0.012472895,ZTF21aanffck
ztf,60043.44515050016,2289445153015015002,1,2289445153015,19.1021,1,2289,1.08443,18.8011,18.4964,0.241188,0.1696,302.7272032,10.5587705,0.704286,t17_f5_c3,18.4561,0.2083,False,True,False,1.2.0,0.0,,,2.306470433015015e+18,16.51589,0.01851469,0.029394886,ZTF21aanffck
ztf,60045.4494097,2291449403015015008,2,2291449403015,20.2091,1,2291,1.18541,18.1142,17.6856,0.224362,0.0489,302.7271668,10.5587143,0.335714,t17_f5_c3,17.6961,0.0598,False,True,False,1.2.0,0.0,,,2.306470433015015e+18,15.422919,100.0,0.018812085,ZTF21aanffck
ztf,60051.45326389978,2297453263015015005,2,2297453263015,20.6025,1,2297,2.1089,18.6074,18.3103,0.272742,0.065,302.7274059,10.5585564,0.254286,t17_f5_c3,18.2962,0.075,False,False,True,1.2.0,0.0,,,2.306470433015015e+18,,,,ZTF21aanffck
ztf,60055.46768519981,2301467683015015009,2,2301467683015,20.5351,1,2301,0.946205,18.1193,17.8213,0.206539,0.0439,302.7271989,10.5588142,0.314286,t17_f5_c3,17.7674,0.049,False,True,False,1.2.0,0.0,,,2.306470433015015e+18,15.4233465,100.0,0.017243296,ZTF21aanffck
ztf,60057.47502310015,2303475023015015003,1,2303475023015,20.5231,1,2303,0.474949,18.8299,18.7109,0.143063,0.0815,302.727085,10.5588979,0.837143,t17_f5_c3,18.7324,0.1019,False,True,False,1.2.0,0.0,,,2.306470433015015e+18,16.51936,100.0,0.01703377,ZTF21aanffck
ztf,60060.47043980006,2306470433015015005,2,2306470433015,20.270906,1,2306,1.6752636,18.407322,18.0216,0.10362063,0.0581,302.7273078,10.5586368,0.43285716,t17_f5_c3,18.0365,0.0708,True,False,True,1.2.0,0.0,0.6483318,542120230.0,,,,,ZTF21aanffck
ztf,60065.46277779993,2311462773015015004,1,2311462773015,20.1106,1,2311,1.02259,18.8518,18.7648,0.13167,0.0869,302.7271938,10.5587825,0.711429,t17_f5_c3,18.7819,0.1082,False,True,False,1.2.0,0.0,,,2.323447013015015e+18,16.521944,100.0,0.015400827,ZTF21aanffck
ztf,60077.44701390015,2323447013015015004,2,2323447013015,20.31758,1,2323,1.7358712,17.837057,17.7655,0.13242818,0.0454,302.7273856,10.5586816,0.32285714,t17_f5_c3,17.7684,0.0547,True,False,False,1.2.0,0.0,0.5480037,542120230.0,,,,,ZTF21aanffck
ztf,60077.44701390015,2323447013015015005,2,2323447013015,20.31758,1,2323,1.2896649,17.720652,17.7359,0.055503,0.0453,302.7271558,10.5586772,0.57,t17_f5_c3,17.7238,0.0533,True,True,True,1.2.0,0.0,0.5378016,542120230.0,,15.38386,100.0,0.0064505916,ZTF21aanffck
ztf,60079.43350689998,2325433503015015014,2,2325433503015,20.657932,1,2325,1.2593858,18.08611,17.8059,0.18214592,0.0401,302.7272115,10.5587159,0.34,t17_f5_c3,17.7879,0.0456,True,True,True,1.2.0,0.0,0.5535241,542120230.0,,15.420536,100.0,0.015638325,ZTF21aanffck
ztf,60103.399455999956,2349399453015015004,2,2349399453015,20.0177,1,2349,1.67063,18.2934,18.0435,0.268248,0.078,302.7272789,10.5586189,0.33,t17_f5_c3,17.9998,0.0924,False,False,False,1.2.0,0.0,,,2.364456673015015e+18,,,,ZTF21aanffck
ztf,60108.397060200106,2354397063015015004,1,2354397063015,20.6345,1,2354,0.694938,18.8092,18.6707,0.088448,0.0697,302.72713,10.5588528,0.892857,t17_f5_c3,18.7154,0.0878,False,True,False,1.2.0,0.0,,,2.364456673015015e+18,16.516874,100.0,0.010709212,ZTF21aanffck
ztf,60115.341006900184,2361341003015015007,2,2361341003015,20.5677,1,2361,1.01214,18.032,17.7884,0.139001,0.0393,302.7271991,10.5587928,0.357143,t17_f5_c3,17.7544,0.045,False,True,True,1.2.0,0.0,,,2.364456673015015e+18,15.415783,100.0,0.0124891065,ZTF21aanffck
ztf,60115.341006900184,2361341003015015008,2,2361341003015,20.5677,1,2361,1.05623,17.7841,17.7356,0.053389,0.039,302.7270137,10.5587204,0.481429,t17_f5_c3,17.7164,0.0445,False,True,True,1.2.0,0.0,,,2.364456673015015e+18,15.391046,100.0,0.005891559,ZTF21aanffck
ztf,60118.45667820005,2364456673015015006,2,2364456673015,20.529041,1,2364,1.1850135,17.976412,17.5988,0.09213151,0.035,302.7272837,10.5588075,0.37428573,t17_f5_c3,17.5908,0.0408,True,True,True,1.2.0,0.0,0.85730577,542120230.0,,15.41067,100.0,0.00867185,ZTF21aanffck
