tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60120.3935647998,2366393563015015011,2,2366393563015,20.6901,1,2366,1.32353,18.0946,17.6871,0.185352,0.035,302.7272401,10.5587104,0.315714,t17_f5_c3,17.6893,0.0405,False,True,True,1.2.0,0.0,,,2.368441813015015e+18,15.421263,100.0,0.01580018,ZTF21aanffck
ztf,60120.419375000056,2366419373015015005,1,2366419373015,20.5913,1,2366,0.509199,18.7654,18.6691,0.106508,0.0692,302.7270818,10.5588852,0.895714,t17_f5_c3,18.7095,0.0872,False,True,False,1.2.0,0.0,,,2.368441813015015e+18,16.511477,100.0,0.0133601865,ZTF21aanffck
ztf,60122.44181710016,2368441813015015008,2,2368441813015,20.6768,1,2368,1.33986,18.2509,17.7643,0.132899,0.037,302.7273084,10.5587653,0.318571,t17_f5_c3,17.7589,0.0428,False,True,True,1.2.0,0.0,,,2.374402343015015e+18,15.4337435,100.0,0.009923362,ZTF21aanffck
ztf,60122.44181710016,2368441813015015009,2,2368441813015,20.676758,1,2368,1.4164839,17.885881,17.9318,0.0567286,0.0444,302.7271967,10.5586562,0.50285715,t17_f5_c3,17.9181,0.0505,True,False,False,1.2.0,0.0,0.4737798,542120230.0,,,,,ZTF21aanffck
ztf,60128.402349499986,2374402343015015002,2,2374402343015,19.39272,1,2374,1.3737975,17.943127,17.5672,0.115545,0.0743,302.7271676,10.5586567,0.45,t17_f5_c3,17.4997,0.0883,True,True,True,1.2.0,0.0,0.9179205,542120230.0,,15.407494,100.0,0.011181448,ZTF21aanffck
ztf,60134.37766199978,2380377663015015002,1,2380377663015,20.4972,1,2380,0.577035,18.7468,18.7415,0.131968,0.0871,302.7271247,10.5588878,0.801429,t17_f5_c3,18.714,0.1047,False,True,False,1.2.0,0.0,,,2.380422023015015e+18,16.509125,100.0,0.016803464,ZTF21aanffck
ztf,60134.422025499865,2380422023015015008,2,2380422023015,20.628822,1,2380,1.3276814,18.05678,17.7523,0.15788116,0.0388,302.7272344,10.5587054,0.31714284,t17_f5_c3,17.794,0.0471,True,True,False,1.2.0,0.0,0.4915667,542120230.0,,15.417987,100.0,0.013893544,ZTF21aanffck
ztf,60140.344444400165,2386344443015015005,1,2386344443015,20.7802,1,2386,0.571481,18.6692,18.6123,0.122307,0.0634,302.7270821,10.5588657,0.795714,t17_f5_c3,18.6334,0.0778,False,True,False,1.2.0,0.0,,,2.408315723015015e+18,16.49893,100.0,0.01657079,ZTF21aanffck
ztf,60144.40560190007,2390405603015015004,1,2390405603015,20.8563,1,2390,0.770485,18.6796,18.6128,0.125673,0.0618,302.7270795,10.558807,0.728571,t17_f5_c3,18.5442,0.0696,False,True,False,1.2.0,0.0,,,2.408315723015015e+18,16.500334,100.0,0.01688634,ZTF21aanffck
ztf,60160.28273149999,2406282733015015009,2,2406282733015,20.2422,1,2406,1.06396,18.0245,17.5908,0.147116,0.0428,302.7272387,10.5588063,0.322857,t17_f5_c3,17.5601,0.0504,False,True,False,1.2.0,0.0,,,2.408315723015015e+18,15.415108,100.0,0.013301569,ZTF21aanffck
ztf,60160.297106499784,2406297103015015004,1,2406297103015,19.761,1,2406,0.680191,18.7018,18.4822,0.139236,0.1153,302.7270737,10.5588322,0.872857,t17_f5_c3,18.4037,0.136,False,True,False,1.2.0,0.0,,,2.408315723015015e+18,16.50329,100.0,0.018380104,ZTF21aanffck
ztf,60162.31572919991,2408315723015015007,2,2408315723015,20.597866,1,2408,1.3447759,17.948622,17.7217,0.17382184,0.0389,302.7272993,10.5587549,0.31857142,t17_f5_c3,17.7639,0.0474,True,True,False,1.2.0,0.0,0.5160826,542120230.0,,15.408025,100.0,0.01674424,ZTF21aanffck
ztf,60172.27756940015,2418277563015015004,2,2418277563015,20.579117,1,2418,1.104712,18.025671,17.6414,0.1515861,0.0364,302.7271821,10.5587474,0.40714285,t17_f5_c3,17.632,0.0423,True,True,False,1.2.0,0.0,0.8521387,542120230.0,,15.415213,100.0,0.013692294,ZTF21aanffck
ztf,60172.27756940015,2418277563015025004,2,2418277563015,20.5791,1,2418,1.10471,18.0257,17.6414,0.151586,0.0364,302.7271821,10.5587474,0.407143,t17_f5_c3,17.632,0.0423,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,15.4152155,100.0,0.013691956,ZTF21aanffck
ztf,60174.255659699906,2420255653015015005,2,2420255653015,20.3641,1,2420,0.604085,17.8779,17.6573,0.149044,0.0395,302.7269274,10.5588731,0.591429,t17_f5_c3,17.6348,0.0457,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,15.401008,100.0,0.015225022,ZTF21aanffck
ztf,60181.23468750017,2427234683015015005,2,2427234683015,20.2042,1,2427,0.925082,17.7812,17.5962,0.157501,0.0411,302.7271953,10.5588189,0.512857,t17_f5_c3,17.6122,0.0506,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,15.390725,100.0,0.017421812,ZTF21aanffck
ztf,60181.23468750017,2427234683015015006,2,2427234683015,20.2042,1,2427,1.15033,17.586,17.5866,0.050337,0.0417,302.7270569,10.5586942,0.72,t17_f5_c3,17.5671,0.0492,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,15.367325,100.0,0.0065225456,ZTF21aanffck
ztf,60183.322789399885,2429322783015015003,1,2429322783015,19.8647,1,2429,0.497473,18.7198,18.5989,0.168811,0.1174,302.726957,10.5588917,0.815714,t17_f5_c3,18.6762,0.1591,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,16.50565,100.0,0.021965455,ZTF21aanffck
ztf,60183.37479169993,2429374793015015003,2,2429374793015,19.9919,1,2429,1.00364,17.9017,17.6844,0.187505,0.0498,302.7269612,10.5587405,0.45,t17_f5_c3,17.6259,0.0575,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,15.403415,100.0,0.018780159,ZTF21aanffck
ztf,60185.183576399926,2431183573015015002,1,2431183573015,19.5587,1,2431,0.530784,18.3643,18.3549,0.115013,0.1277,302.7270491,10.558869,0.888571,t17_f5_c3,18.2149,0.143,False,True,False,1.2.0,0.0,,,2.431251893015015e+18,16.452255,100.0,0.019766469,ZTF21aanffck
ztf,60185.251898100134,2431251893015015005,2,2431251893015,19.870853,1,2431,1.1531639,17.793839,17.3979,0.14575996,0.0459,302.7272409,10.5587732,0.34285715,t17_f5_c3,17.4177,0.0579,True,True,False,1.2.0,0.0,0.69987696,542120230.0,,15.392117,100.0,0.015956927,ZTF21aanffck
ztf,60187.24265050003,2433242653015015006,2,2433242653015,19.5776,1,2433,0.906625,17.5994,17.4218,0.135056,0.0601,302.7271542,10.5587964,0.602857,t17_f5_c3,17.4307,0.0761,False,True,False,1.2.1,0.0,,,2.444269003015015e+18,15.369052,100.0,0.017313099,ZTF21aanffck
ztf,60195.330844900105,2441330843015015004,1,2441330843015,20.2944,1,2441,0.632185,18.3527,18.2161,0.09052,0.0649,302.7269834,10.5588434,0.854286,t17_f5_c3,18.2815,0.0851,False,True,False,1.2.1,0.0,,,2.444269003015015e+18,16.450253,100.0,0.015695166,ZTF21aanffck
ztf,60198.23554399982,2444235543015015003,1,2444235543015,20.3532,1,2444,0.516982,18.4178,18.3602,0.079504,0.0632,302.7270154,10.5588715,0.935714,t17_f5_c3,18.3693,0.0783,False,True,False,1.2.1,0.0,,,2.444269003015015e+18,16.461264,100.0,0.013115184,ZTF21aanffck
ztf,60198.26900460012,2444269003015015008,2,2444269003015,20.096733,1,2444,1.1706506,17.507948,17.6688,0.10600355,0.0434,302.7272356,10.5587622,0.32857144,t17_f5_c3,17.5916,0.0492,True,True,False,1.2.1,0.0,0.96481836,542120230.0,,15.356889,100.0,0.014618298,ZTF21aanffck
ztf,60198.26900460012,2444269003015015009,2,2444269003015,20.0967,1,2444,0.564279,17.4555,17.395,0.045424,0.0351,302.7270574,10.558861,0.681429,t17_f5_c3,17.3718,0.0412,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.3495035,100.0,0.0065296064,ZTF21aanffck
ztf,60203.268680599984,2449268683015015008,1,2449268683015,20.8333,1,2449,0.621742,18.4886,18.4714,0.116075,0.0548,302.7270552,10.5588449,0.81,t17_f5_c3,18.4562,0.0644,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,16.47263,100.0,0.018128041,ZTF21aanffck
ztf,60207.2239351999,2453223933015015005,1,2453223933015,20.9225,1,2453,0.235834,18.3866,18.319,0.105437,0.0464,302.7270066,10.5589513,0.715714,t17_f5_c3,18.3845,0.0583,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,16.456055,100.0,0.017814556,ZTF21aanffck
ztf,60211.14900460001,2457149003015015005,2,2457149003015,20.4318,1,2457,0.703603,17.7163,17.4771,0.192881,0.0346,302.7271069,10.5588362,0.43,t17_f5_c3,17.4804,0.0413,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.383352,0.012726125,0.022496289,ZTF21aanffck
ztf,60211.22219910007,2457222193015015005,1,2457222193015,19.8867,1,2457,0.298002,18.3657,18.3043,0.095838,0.0861,302.7270272,10.5589311,0.944286,t17_f5_c3,18.3049,0.1085,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,16.452496,100.0,0.016453417,ZTF21aanffck
ztf,60213.19273150014,2459192733015015005,2,2459192733015,19.614216,1,2459,1.1887583,17.775126,17.6848,0.111383475,0.0622,302.7272157,10.5587409,0.43285716,t17_f5_c3,17.7254,0.0807,True,True,False,1.2.1,0.0,0.9798598,542120230.0,,15.390052,100.0,0.012382014,ZTF21aanffck
ztf,60213.19273150014,2459192733015015006,2,2459192733015,19.6142,1,2459,0.734411,17.7007,17.6707,0.072538,0.0619,302.7269883,10.5588117,0.744286,t17_f5_c3,17.6732,0.0772,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.381522,100.0,0.008568287,ZTF21aanffck
ztf,60215.181504600216,2461181503015015003,1,2461181503015,19.8125,1,2461,0.651033,18.3858,18.3799,0.164303,0.12,302.727083,10.5588427,0.528571,t17_f5_c3,18.4218,0.1584,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,16.45592,0.017459752,0.027777538,ZTF21aanffck
ztf,60215.234259299934,2461234253015015004,2,2461234253015,19.8562,1,2461,0.954567,17.6462,17.4187,0.177089,0.0486,302.7271986,10.55881,0.401429,t17_f5_c3,17.468,0.0631,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.37494,0.011794267,0.021861875,ZTF21aanffck
ztf,60217.12966440013,2463129663015015001,1,2463129663015,19.8977,1,2463,0.326742,18.4474,18.3382,0.131071,0.1024,302.7270757,10.5589396,0.784286,t17_f5_c3,18.3937,0.1365,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,16.466091,100.0,0.021134097,ZTF21aanffck
ztf,60217.15261569992,2463152613015015008,2,2463152613015,20.0999,1,2463,0.953913,17.5511,17.2928,0.074127,0.0365,302.7272008,10.5588128,0.407143,t17_f5_c3,17.3461,0.0468,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.362739,100.0,0.009877158,ZTF21aanffck
ztf,60221.28853010014,2467288533015015002,2,2467288533015,19.4201,1,2467,0.475003,17.424,17.3529,0.058086,0.0475,302.7270996,10.5589053,0.747143,t17_f5_c3,17.3498,0.0587,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.344919,100.0,0.008559318,ZTF21aanffck
ztf,60221.28853010014,2467288533015015003,2,2467288533015,19.4201,1,2467,1.05447,17.5281,17.4695,0.081853,0.0522,302.7272625,10.5588352,0.438571,t17_f5_c3,17.4363,0.0633,False,True,False,1.2.1,0.0,,,2.469185523015015e+18,15.359646,100.0,0.011108445,ZTF21aanffck
ztf,60223.18552079983,2469185523015015009,2,2469185523015,20.086294,1,2469,1.2327532,17.60353,17.6248,0.09333438,0.0424,302.7272671,10.5587708,0.28714284,t17_f5_c3,17.5697,0.0489,True,True,False,1.2.1,0.0,0.9949156,542120230.0,,15.36958,100.0,0.011925085,ZTF21aanffck
ztf,60223.18552079983,2469185523015015010,2,2469185523015,20.0863,1,2469,0.684078,17.517,17.4501,0.048385,0.0371,302.7269942,10.5588276,0.665714,t17_f5_c3,17.4069,0.0429,False,True,False,1.2.1,0.0,,,2.472224073015015e+18,15.358132,100.0,0.0066246632,ZTF21aanffck
ztf,60223.32228010008,2469322283015015007,1,2469322283015,18.8734,1,2469,0.457667,18.0139,18.2288,0.154134,0.1263,302.7269894,10.5588914,0.717143,t17_f5_c3,18.029,0.1337,False,True,False,1.2.1,0.0,,,2.472224073015015e+18,16.383411,0.02775454,0.03433228,ZTF21aanffck
ztf,60226.224074100144,2472224073015015007,2,2472224073015,20.224604,1,2472,1.3209605,17.422634,17.3736,0.1331022,0.0342,302.7272337,10.558711,0.42285714,t17_f5_c3,17.3696,0.0408,True,True,False,1.2.1,0.0,0.8720065,542120230.0,,15.344718,0.008063655,0.019634446,ZTF21aanffck
ztf,60228.16202550009,2474162023015015002,2,2474162023015,19.7622,1,2474,0.754217,17.4734,17.3242,0.06409,0.0315,302.7271657,10.5588588,0.715714,t17_f5_c3,17.2779,0.0362,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.352058,100.0,0.00908351,ZTF21aanffck
ztf,60228.267152800225,2474267153015015003,1,2474267153015,20.0265,1,2474,0.342954,18.3484,18.2371,0.08813,0.0646,302.7270132,10.5589209,0.9,t17_f5_c3,18.1832,0.0762,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.449507,100.0,0.0153308455,ZTF21aanffck
ztf,60231.158171299845,2477158173015015007,2,2477158173015,20.0683,1,2477,1.03959,17.6063,17.3576,0.094788,0.0351,302.727137,10.5587473,0.397143,t17_f5_c3,17.3198,0.0411,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.369934,100.0,0.012083891,ZTF21aanffck
ztf,60231.18446760019,2477184463015015007,1,2477184463015,20.5564,1,2477,0.419895,18.3104,18.2842,0.108965,0.0558,302.7270025,10.5589004,0.798571,t17_f5_c3,18.2145,0.064,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.442799,100.0,0.019509528,ZTF21aanffck
ztf,60233.15336810006,2479153363015015003,2,2479153363015,20.3744,1,2479,0.999858,17.6862,17.6494,0.188809,0.0388,302.7272223,10.5588165,0.31,t17_f5_c3,17.6215,0.0454,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.379799,0.012936758,0.022566412,ZTF21aanffck
ztf,60233.15336810006,2479153363015015004,2,2479153363015,20.3744,1,2479,0.40439,17.5084,17.4909,0.044457,0.0349,302.7269754,10.5589126,0.455714,t17_f5_c3,17.4701,0.0405,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.356952,100.0,0.0061285915,ZTF21aanffck
ztf,60233.199513900094,2479199513015015004,1,2479199513015,20.3898,1,2479,0.549299,18.5004,18.3741,0.075157,0.0655,302.7270336,10.5588609,0.85,t17_f5_c3,18.381,0.0812,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.474464,100.0,0.011630413,ZTF21aanffck
ztf,60235.139027799945,2481139023015015004,2,2481139023015,20.1795,1,2481,0.92817,17.6196,17.4258,0.094013,0.0351,302.7271875,10.5588124,0.404286,t17_f5_c3,17.436,0.0424,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.37162,100.0,0.011857578,ZTF21aanffck
ztf,60235.17850690009,2481178503015015005,1,2481178503015,20.4774,1,2481,0.48544,18.3863,18.2831,0.122015,0.0572,302.7270062,10.5588803,0.884286,t17_f5_c3,18.2293,0.0668,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.456005,100.0,0.020620318,ZTF21aanffck
ztf,60237.18356479984,2483183563015015002,2,2483183563015,19.9742,1,2483,0.926465,17.6488,17.5253,0.107376,0.0433,302.7270668,10.5587595,0.462857,t17_f5_c3,17.5241,0.0527,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.37526,100.0,0.013227915,ZTF21aanffck
ztf,60237.18356479984,2483183563015015003,2,2483183563015,19.9742,1,2483,0.931746,17.5472,17.4756,0.05308,0.0418,302.7268795,10.5587942,0.63,t17_f5_c3,17.4334,0.0488,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.362218,100.0,0.007094773,ZTF21aanffck
ztf,60237.22138890019,2483221383015015007,1,2483221383015,20.2386,1,2483,0.590643,18.3605,18.1902,0.087078,0.0637,302.7269802,10.5588552,0.854286,t17_f5_c3,18.1094,0.0732,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.451601,100.0,0.0150088975,ZTF21aanffck
ztf,60239.222696799785,2485222693015015004,2,2485222693015,20.3153,1,2485,0.637518,17.6654,17.3671,0.196156,0.0341,302.7271279,10.5588698,0.357143,t17_f5_c3,17.4061,0.0423,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.377292,0.015105435,0.023842864,ZTF21aanffck
ztf,60242.16496529989,2488164963015015002,1,2488164963015,19.5832,1,2488,0.328502,18.4442,18.4072,0.114432,0.1267,302.7270521,10.5589287,0.918571,t17_f5_c3,18.3717,0.1558,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.465576,100.0,0.018496836,ZTF21aanffck
ztf,60245.161840300076,2491161843015015012,2,2491161843015,19.5013,1,2491,1.00948,17.7657,17.3826,0.123838,0.0541,302.7272132,10.5588034,0.354286,t17_f5_c3,17.3771,0.0674,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.389,100.0,0.013873119,ZTF21aanffck
ztf,60245.244756899774,2491244753015015001,1,2491244753015,18.3336,1,2491,0.965136,18.2334,18.1033,0.208068,0.1836,302.7268976,10.5587737,0.521429,t17_f5_c3,18.14,0.2434,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.428606,0.03337935,0.03947184,ZTF21aanffck
ztf,60247.15103009995,2493151033015015002,2,2493151033015,19.088,1,2493,0.593606,17.5379,17.4419,0.092197,0.0528,302.7271247,10.5588826,0.598571,t17_f5_c3,17.3753,0.0621,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.3609705,100.0,0.0124149425,ZTF21aanffck
ztf,60249.150937499944,2495150933015015003,2,2495150933015,19.255928,1,2495,1.4046651,17.755346,17.4604,0.15634382,0.0679,302.7272704,10.5587046,0.37285715,t17_f5_c3,17.4448,0.0842,True,False,False,1.2.1,0.0,0.9839202,542120230.0,,,,,ZTF21aanffck
ztf,60249.150937499944,2495150933015015004,2,2495150933015,19.2559,1,2495,1.06974,17.4767,17.4929,0.075724,0.0702,302.7271382,10.5587371,0.614286,t17_f5_c3,17.4674,0.0861,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.352526,100.0,0.01070444,ZTF21aanffck
ztf,60251.12504629977,2497125043015015009,1,2497125043015,20.4888,1,2497,0.550038,18.5529,18.423,0.106177,0.0646,302.727031,10.5588625,0.771429,t17_f5_c3,18.3674,0.0753,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.482426,100.0,0.015770312,ZTF21aanffck
ztf,60251.18471059995,2497184713015015005,2,2497184713015,19.9454,1,2497,0.964413,17.57,17.4719,0.054733,0.0418,302.7268738,10.5587889,0.502857,t17_f5_c3,17.4508,0.0499,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.365238,100.0,0.0071836417,ZTF21aanffck
ztf,60251.18471059995,2497184713015015006,2,2497184713015,19.9454,1,2497,1.12159,17.719,17.5994,0.113907,0.0462,302.7271141,10.5587156,0.385714,t17_f5_c3,17.5924,0.0563,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.383667,100.0,0.013256149,ZTF21aanffck
ztf,60253.144594899844,2499144593015015008,2,2499144593015,20.137577,1,2499,1.3441789,17.765902,17.6623,0.090191014,0.0447,302.7272001,10.558681,0.30285713,t17_f5_c3,17.6583,0.0542,True,True,False,1.2.1,0.0,0.66917074,542120230.0,,15.389023,100.0,0.0101021,ZTF21aanffck
ztf,60253.144594899844,2499144593015015009,2,2499144593015,20.1376,1,2499,1.03966,17.5647,17.5422,0.050635,0.041,302.7269728,10.5587274,0.614286,t17_f5_c3,17.5674,0.0506,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.364541,100.0,0.0066740206,ZTF21aanffck
ztf,60253.22952549998,2499229523015015004,1,2499229523015,19.8443,1,2499,0.744625,18.3335,18.2381,0.152684,0.0869,302.7268957,10.5588485,0.864286,t17_f5_c3,18.15,0.1008,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,16.4469,0.016203698,0.026862923,ZTF21aanffck
ztf,60255.14583329996,2501145833015015003,2,2501145833015,20.089743,1,2501,1.1820786,17.635946,17.5481,0.126407,0.041,302.7272205,10.5587479,0.3257143,t17_f5_c3,17.5396,0.0498,True,True,False,1.2.1,0.0,0.9798453,542120230.0,,15.373669,100.0,0.015734758,ZTF21aanffck
ztf,60255.14583329996,2501145833015015004,2,2501145833015,20.0897,1,2501,0.338724,17.4777,17.5674,0.047758,0.0429,302.7270331,10.5589222,0.661429,t17_f5_c3,17.5387,0.0506,False,True,False,1.2.1,0.0,,,2.504120113015015e+18,15.352667,100.0,0.006745797,ZTF21aanffck
ztf,60258.12011570018,2504120113015015007,2,2504120113015,19.473228,1,2504,1.2889014,17.837164,17.5826,0.113635994,0.0684,302.7272346,10.5587205,0.4342857,t17_f5_c3,17.5503,0.0831,True,True,False,1.2.1,0.0,0.9858033,542120230.0,,15.396776,100.0,0.012004958,ZTF21aanffck
ztf,60374.5375926001,2620537593015015015,2,2620537593015,18.207216,1,2620,1.4370909,18.043818,17.7391,0.15789288,0.2034,302.7271992,10.558651,0.5657143,t17_f5_c3,17.7566,0.2631,True,False,False,23.12.x,0.0,0.79764616,542120230.0,,,,,ZTF21aanffck
ztf,60396.49855320016,2642498553015015004,2,2642498553015,19.2545,1,2642,1.79602,18.0303,17.623,0.099439,0.0717,302.7271374,10.5585234,0.564286,t17_f5_c3,17.5915,0.0873,False,False,False,23.12.x,0.0,,,2.649500603015015e+18,,,,ZTF21aanffck
ztf,60403.50060189981,2649500603015015007,2,2649500603015,19.97529,1,2649,1.6137788,17.952126,17.9211,0.07572933,0.0632,302.7271435,10.5585775,0.6342857,t17_f5_c3,17.8603,0.0731,True,False,False,23.12.x,0.0,0.7523339,542120230.0,,,,,ZTF21aanffck
ztf,60446.45795139996,2692457953015015004,2,2692457953015,20.3547,1,2692,0.635898,18.1141,17.8038,0.094568,0.0427,302.7271953,10.5589611,0.477143,t17_f5_c3,17.8667,0.054,False,True,True,24.5.1,0.0,,,2.709386133015015e+18,15.422912,100.0,0.007929921,ZTF21aanffck
ztf,60456.41667820001,2702416673015015006,2,2702416673015,19.899,1,2702,1.38153,18.2668,17.7722,0.113123,0.0624,302.7272837,10.5587226,0.418571,t17_f5_c3,17.8037,0.0795,False,True,True,24.5.1,0.0,,,2.722481193015015e+18,15.434922,100.0,0.008332971,ZTF21aanffck
ztf,60460.39237269992,2706392373015025007,2,2706392373015,20.3424,1,2706,2.38877,18.4926,18.1211,0.262215,0.0644,302.727545,10.558583,0.205714,t17_f5_c3,18.1589,0.0799,False,False,False,24.5.1,0.0,,,2.722481193015015e+18,,,,ZTF21aanffck
ztf,60463.386134299915,2709386133015015007,2,2709386133015,20.616972,1,2709,1.5678436,18.109161,17.8149,0.10514596,0.0409,302.7273052,10.5586733,0.36714286,t17_f5_c3,17.8594,0.0496,True,False,False,24.5.1,0.0,0.40835965,542120230.0,,,,,ZTF21aanffck
